foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
0.0,20.0,26,19,5,4,4
0.0,18.0,26,18,5,4,4
0.0,16.0,26,17,5,4,4
0.0,14.0,26,16,5,4,4
0.0,12.0,26,15,5,4,4
0.0,10.0,26,14,5,4,4
0.0,8.0,26,13,5,4,4
0.0,6.0,26,12,7,4,4
0.0,4.0,26,11,7,4,4
0.0,2.0,26,10,7,4,4
42.0,12.0,26,9,7,4,1
40.0,12.0,16,25,9,1,1
38.0,12.0,16,24,9,1,1
36.0,12.0,16,23,9,1,1
34.0,12.0,16,22,9,1,1
32.0,12.0,16,21,9,1,1
30.0,12.0,16,20,9,1,1
28.0,12.0,16,19,9,1,1
26.0,12.0,16,18,9,1,1
24.0,12.0,16,17,9,1,1
22.0,12.0,16,16,9,1,1
20.0,12.0,16,15,9,1,1
18.0,12.0,16,14,9,1,1
16.0,12.0,16,13,9,1,1
14.0,12.0,16,12,9,1,1
12.0,12.0,16,11,9,1,1
10.0,12.0,16,10,9,1,1
8.0,12.0,16,9,9,1,1
6.0,12.0,16,8,9,1,1
4.0,12.0,16,7,9,1,1
2.0,12.0,16,6,9,1,1
0.0,12.0,16,5,9,1,4
0.0,10.0,5,8,28,4,4
0.0,8.0,5,7,28,4,4
0.0,6.0,5,6,28,4,4
0.0,4.0,5,5,28,4,4
0.0,2.0,5,4,28,4,4
-2.0,-40.0,5,3,28,4,2
0.0,-40.0,3,27,6,2,3
0.0,-38.0,27,5,1,3,3
0.0,-36.0,27,4,1,3,3
0.0,-34.0,27,3,1,3,3
0.0,-32.0,27,2,1,3,3
0.0,-30.0,27,1,1,3,3
8.0,8.0,13,15,12,1,1
6.0,8.0,13,14,12,1,1
4.0,8.0,13,13,12,1,1
2.0,8.0,13,12,12,1,1
0.0,8.0,13,11,12,1,4
0.0,6.0,11,11,22,4,4
0.0,4.0,11,10,22,4,4
0.0,2.0,11,9,22,4,4
-2.0,-18.0,11,8,22,4,2
0.0,-18.0,8,21,17,2,3
0.0,-16.0,21,16,1,3,3
0.0,-14.0,21,15,12,3,3
0.0,-12.0,21,14,12,3,3
0.0,-10.0,21,13,12,3,3
0.0,-8.0,21,12,12,3,3
0.0,-6.0,21,11,12,3,3
0.0,-4.0,21,10,12,3,3
0.0,-2.0,21,9,12,3,3
-18.0,16.0,21,8,12,3,2
-16.0,16.0,17,20,8,2,2
-14.0,16.0,17,19,8,2,2
-12.0,16.0,17,18,8,2,2
-10.0,16.0,17,17,8,2,2
-8.0,16.0,17,16,8,2,2
-6.0,16.0,17,15,8,2,2
-4.0,16.0,17,14,8,2,2
-2.0,16.0,17,13,8,2,2
0.0,16.0,17,12,8,2,4
0.0,14.0,21,16,12,4,4
0.0,12.0,21,15,12,4,4
0.0,10.0,21,14,12,4,4
0.0,8.0,21,13,12,4,4
0.0,6.0,21,12,12,4,4
0.0,4.0,21,11,12,4,4
0.0,2.0,21,10,12,4,4
30.0,-28.0,21,9,12,4,1
28.0,-28.0,16,20,9,1,1
26.0,-28.0,16,19,9,1,1
24.0,-28.0,16,18,9,1,1
22.0,-28.0,16,17,9,1,1
20.0,-28.0,16,16,9,1,1
18.0,-28.0,16,15,9,1,1
16.0,-28.0,16,14,9,1,1
14.0,-28.0,16,13,9,1,1
12.0,-28.0,16,12,9,1,1
10.0,-28.0,16,11,9,1,1
8.0,-28.0,16,10,9,1,1
6.0,-28.0,16,9,9,1,1
4.0,-28.0,16,8,9,1,1
2.0,-28.0,16,7,9,1,1
0.0,-28.0,16,6,9,1,3
0.0,-26.0,27,15,6,3,3
0.0,-24.0,27,14,6,3,3
0.0,-22.0,27,13,6,3,3
0.0,-20.0,27,12,6,3,3
0.0,-18.0,27,11,6,3,3
0.0,-16.0,27,10,6,3,3
0.0,-14.0,27,9,6,3,3
0.0,-12.0,27,8,6,3,3
0.0,-10.0,27,7,6,3,3
0.0,-8.0,27,6,6,3,3
0.0,-6.0,27,5,6,3,3
0.0,-4.0,27,4,6,3,3
0.0,-2.0,27,3,6,3,3
-20.0,8.0,27,2,6,3,2
-18.0,8.0,23,26,2,2,2
-16.0,8.0,23,25,2,2,2
-14.0,8.0,23,24,2,2,2
-12.0,8.0,23,23,2,2,2
-10.0,8.0,23,22,2,2,2
-8.0,8.0,23,21,2,2,2
-6.0,8.0,23,20,2,2,2
-4.0,8.0,23,19,2,2,2
-2.0,8.0,23,18,2,2,2
0.0,8.0,23,17,2,2,4
0.0,6.0,16,22,17,4,4
0.0,4.0,16,21,17,4,4
0.0,2.0,16,20,17,4,4
16.0,-10.0,16,19,17,4,1
14.0,-10.0,4,15,19,1,1
12.0,-10.0,6,14,19,1,1
10.0,-10.0,6,13,19,1,1
8.0,-10.0,6,12,19,1,1
6.0,-10.0,6,11,19,1,1
4.0,-10.0,6,10,19,1,1
2.0,-10.0,6,9,19,1,1
0.0,-10.0,6,8,19,1,3
0.0,-8.0,25,5,8,3,3
0.0,-6.0,25,4,8,3,3
0.0,-4.0,25,3,8,3,3
0.0,-2.0,25,2,8,3,3
2.0,46.0,25,1,8,3,1
0.0,46.0,1,7,24,1,4
0.0,44.0,7,23,1,4,4
0.0,42.0,7,22,1,4,4
0.0,40.0,7,21,1,4,4
0.0,38.0,7,20,26,4,4
0.0,36.0,7,19,26,4,4
0.0,34.0,7,18,26,4,4
